year,region,total_permits,total_permit_value,residential_permits,new_residential_permits,value_residential_permits,industrial_permits,industrial_permit_value,gov_inst_permits,gov_inst_permit_value,commercial_permits,commercial_permit_value,data_note,footnotes,data_source,region_code,geographic_boundary
2005,Old Crow,8,1887000,6,0,187000,0,0,2,1700000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2005,Pelly Crossing,19,846000,17,3,764000,0,0,2,82000,0,0,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2005,Ross River,20,1847000,18,3,379000,0,0,1,1465000,1,3000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2005,Teslin,19,666000,10,3,374000,0,0,8,272000,1,20000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2005,Whitehorse - City,1063,46200000,955,216,33289000,29,1871000,22,7080000,57,3960000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2005,Watson Lake,58,2320000,43,4,840000,3,8000,8,1403000,4,69000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2004,Yukon,1507,78679000,1317,267,38555000,23,1622000,63,28569000,104,9933000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2004,Beaver Creek,3,51000,2,2,46000,0,0,1,5000,0,0,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2004,Carcross,8,372000,7,3,371000,0,0,0,0,1,1000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2004,Carmacks,14,696000,10,2,587000,0,0,3,89000,1,20000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2004,Destruction Bay,6,115000,6,4,115000,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2004,Dawson,58,3294000,39,12,1159000,1,105000,7,264000,11,1766000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2004,Faro,17,276000,10,2,214000,0,0,5,46000,2,16000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2004,Haines Junction,13,300000,10,1,147000,1,50000,2,103000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2004,Mayo,19,563000,17,5,533000,1,5000,1,25000,0,0,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2004,Old Crow,10,739000,9,4,639000,0,0,1,100000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2004,Pelly Crossing,4,199000,3,2,199000,0,0,1,0,0,0,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2004,Ross River,25,559000,22,1,324000,0,0,1,185000,2,50000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2004,Teslin,29,372000,24,2,286000,0,0,5,86000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2004,Whitehorse - City,1039,63001000,939,185,28005000,18,1361000,22,26598000,60,7037000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2004,Watson Lake,71,1911000,55,9,956000,0,0,8,433000,8,522000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2003,Yukon,1324,50779000,1136,189,27038000,12,372000,68,8831000,108,14537000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2003,Beaver Creek,3,475000,2,1,15000,0,0,0,0,1,460000,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2003,Carcross,19,1029000,15,4,398000,0,0,3,621000,1,10000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2003,Carmacks,7,258000,4,3,233000,0,0,1,0,2,25000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2003,Destruction Bay,7,231000,6,3,230000,0,0,0,0,1,1000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2003,Dawson,80,3870000,59,14,1600000,2,82000,12,2107000,7,81000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2003,Faro,20,151000,10,0,70000,1,26000,4,26000,5,30000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2003,Haines Junction,14,576000,10,6,77000,1,9000,3,490000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2003,Mayo,10,101000,9,1,96000,0,0,1,5000,0,0,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2003,Old Crow,20,590000,18,0,562000,0,0,2,29000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2003,Pelly Crossing,12,3592000,5,3,300000,0,0,7,3292000,0,0,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2003,Ross River,5,134000,3,0,119000,0,0,2,16000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2003,Teslin,15,663000,10,5,389000,0,0,4,115000,1,160000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2003,Whitehorse - City,884,32094000,798,109,17763000,6,53000,18,1287000,62,12990000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2003,Watson Lake,43,1091000,28,1,302000,0,0,5,348000,10,441000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2002,Yukon,1032,30090000,841,179,20482000,24,849000,60,3861000,107,4898000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2002,Beaver Creek,8,93000,2,0,6000,0,0,4,72000,2,15000,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2002,Carcross,15,452000,11,5,399000,0,0,3,52000,1,2000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2002,Carmacks,8,228000,5,3,157000,1,20000,0,0,2,50000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2002,Destruction Bay,7,286000,5,2,251000,0,0,2,35000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2002,Dawson,48,1444000,26,3,463000,3,100000,6,457000,13,424000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2002,Faro,20,137000,17,0,79000,1,52000,0,0,2,7000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2002,Haines Junction,16,1163000,13,4,846000,0,0,2,292000,1,25000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2002,Mayo,16,301000,11,3,230000,1,30000,2,20000,2,21000,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2002,Old Crow,5,296000,4,3,246000,0,0,1,50000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2002,Pelly Crossing,11,203000,8,2,141000,1,35000,2,27000,0,0,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2002,Ross River,5,218000,4,1,185000,0,0,1,33000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
2002,Teslin,15,410000,13,5,404000,0,0,2,6000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.TE,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.TE'>View boundary on map</a>
2002,Whitehorse - City,666,20500000,570,117,13358000,15,591000,19,2510000,62,4041000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WH,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WH'>View boundary on map</a>
2002,Watson Lake,46,667000,35,3,540000,0,0,7,104000,4,23000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.WL,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.WL'>View boundary on map</a>
2001,Yukon,875,47955000,677,123,15635000,16,490000,69,16939000,113,14891000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK'>View boundary on map</a>
2001,Beaver Creek,7,97000,1,1,20000,0,0,2,10000,4,68000,Including Burwash Landing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.BC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.BC'>View boundary on map</a>
2001,Carcross,18,358000,16,5,351000,0,0,0,0,2,7000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CC'>View boundary on map</a>
2001,Carmacks,7,149000,5,5,140000,0,0,1,5000,1,4000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.CM,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.CM'>View boundary on map</a>
2001,Destruction Bay,3,105000,2,1,100000,1,5000,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DB,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DB'>View boundary on map</a>
2001,Dawson,53,3523000,36,1,467000,1,38000,8,800000,8,2218000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.DW,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.DW'>View boundary on map</a>
2001,Faro,13,194000,3,0,24000,0,0,6,80000,4,91000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.FO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.FO'>View boundary on map</a>
2001,Haines Junction,27,600000,18,2,212000,0,0,6,193000,3,196000,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.HJ,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.HJ'>View boundary on map</a>
2001,Mayo,21,5089000,16,2,222000,0,0,5,4867000,0,0,Including Elsa and Keno.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.MO,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.MO'>View boundary on map</a>
2001,Old Crow,0,0,0,0,0,0,0,0,0,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.OC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.OC'>View boundary on map</a>
2001,Pelly Crossing,10,321000,5,1,236000,0,0,4,80000,1,5000,Including Stewart Crossing.,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.PC,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.PC'>View boundary on map</a>
2001,Ross River,12,736000,10,5,432000,0,0,2,304000,0,0,,"""-"" Data has been amalgamated and therefore not available. ""Total"" permits do not include permits issued for wood stoves or plumbing. ""All"" refers to the total number of all residential permits issued.",Government of Yukon: Bureau of Statistics,YK.RR,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/8eb842adbd2d4cf6aaa881fd6a17d47c#GEO_CODE=YK.RR'>View boundary on map</a>
