year,month,region,total_aircraft_movements,data_note,footnotes,data_source,region_code,geographic_boundary
2024,1,Whitehorse - City,1572,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,12,Whitehorse - City,1744,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,11,Whitehorse - City,2295,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,10,Whitehorse - City,2882,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,9,Whitehorse - City,2826,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,8,Whitehorse - City,3916,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,7,Whitehorse - City,4610,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,6,Whitehorse - City,3683,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,5,Whitehorse - City,4332,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,4,Whitehorse - City,4336,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,3,Whitehorse - City,2575,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,2,Whitehorse - City,2519,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2023,1,Whitehorse - City,2118,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,12,Whitehorse - City,1592,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,11,Whitehorse - City,1816,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,10,Whitehorse - City,2466,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,9,Whitehorse - City,2696,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,8,Whitehorse - City,3371,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,7,Whitehorse - City,4020,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,6,Whitehorse - City,3849,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,5,Whitehorse - City,4536,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,4,Whitehorse - City,3859,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,3,Whitehorse - City,3389,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,2,Whitehorse - City,2805,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2022,1,Whitehorse - City,1957,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,12,Whitehorse - City,1696,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,11,Whitehorse - City,2552,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,10,Whitehorse - City,2884,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,9,Whitehorse - City,2490,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,8,Whitehorse - City,2951,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,7,Whitehorse - City,4078,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,6,Whitehorse - City,3109,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,5,Whitehorse - City,3558,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,4,Whitehorse - City,3144,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,3,Whitehorse - City,2561,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,2,Whitehorse - City,1559,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2021,1,Whitehorse - City,1482,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,12,Whitehorse - City,1496,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,11,Whitehorse - City,2019,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,10,Whitehorse - City,2585,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,9,Whitehorse - City,2684,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,8,Whitehorse - City,3182,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,7,Whitehorse - City,2821,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,6,Whitehorse - City,2990,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,5,Whitehorse - City,3184,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,4,Whitehorse - City,1943,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,3,Whitehorse - City,2313,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,2,Whitehorse - City,2853,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2020,1,Whitehorse - City,1627,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,12,Whitehorse - City,1958,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,11,Whitehorse - City,2360,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,10,Whitehorse - City,3174,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,9,Whitehorse - City,3151,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,8,Whitehorse - City,3601,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,7,Whitehorse - City,4358,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,6,Whitehorse - City,4071,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,5,Whitehorse - City,4587,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,4,Whitehorse - City,5855,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,3,Whitehorse - City,4109,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,2,Whitehorse - City,3232,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2019,1,Whitehorse - City,2056,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,12,Whitehorse - City,2155,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,11,Whitehorse - City,2085,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,10,Whitehorse - City,3014,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,9,Whitehorse - City,3663,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,8,Whitehorse - City,4227,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,7,Whitehorse - City,4168,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,6,Whitehorse - City,4252,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,5,Whitehorse - City,4752,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,4,Whitehorse - City,3913,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,3,Whitehorse - City,3279,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,2,Whitehorse - City,1416,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2018,1,Whitehorse - City,1546,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,12,Whitehorse - City,1478,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,11,Whitehorse - City,1691,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,10,Whitehorse - City,2106,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,9,Whitehorse - City,2724,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,8,Whitehorse - City,3095,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,7,Whitehorse - City,3729,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,6,Whitehorse - City,3181,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,5,Whitehorse - City,3994,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,4,Whitehorse - City,4336,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,3,Whitehorse - City,2472,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,2,Whitehorse - City,1756,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2017,1,Whitehorse - City,1125,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
2016,12,Whitehorse - City,977,,,Statistics Canada. Table 23-10-0296-01  Aircraft movements by class of operation airports with NAV CANADA services and other selected airports monthly,6001009,<a target='_blank' href='https://yukon.maps.arcgis.com/apps/dashboards/2b0cac7ad3b44cbea449bda319e6a352#GEO_CODE=6001009'>View boundary on map</a>
